t,fv0_x_noise,fv0_v_noise,fv0_x,fv0_v,fv0_u,fv0_a,fv0_a_noise,lv_x,lv_v,d_fv0_lv,d*_fv0_lv,fv0_a_ref
8.7,-0.90876734,-0.097955644,-0.9745176,-0.04387931,325.4002,-0.016208299,-0.07774813,1.2997389e-10,4.4074108e-10,0.9745176,1.9561207,0.25342694
8.8,-1.0849378,-0.10908492,-0.9789858,-0.045411862,327.1665,-0.014829712,-0.029054917,1.7031104e-10,3.6600192e-10,0.9789858,1.9545882,0.25480258
8.9,-0.88094836,-0.029402386,-0.98360187,-0.04678474,328.8907,-0.013484242,-0.045321424,1.9956554e-10,2.1908822e-10,0.98360187,1.9532152,0.2561454
9.0,-0.96892655,0.18269484,-0.9883421,-0.04807398,331.2507,-0.01164372,-0.007245642,2.1051996e-10,1.0339758e-25,0.9883421,1.951926,0.25798342
9.1,-0.79947215,-0.12357912,-0.99320114,-0.049209133,333.3367,-0.01001693,-0.025820918,1.9595682e-10,-2.9126274e-10,0.99320114,1.9507909,0.25960803
9.2,-1.1385837,-0.08195112,-0.998173,-0.050136857,334.4382,-0.009157278,0.047449406,1.4865868e-10,-6.547e-10,0.998173,1.9498632,0.2604659
9.3,-1.0687642,-0.05615211,-1.0032318,-0.050982315,335.80713,-0.008089484,-0.05202289,6.1408094e-11,-1.0903118e-09,1.0032318,1.9490176,0.26153204
9.4,-1.0867869,-0.12049937,-1.0083652,-0.051763926,337.5392,-0.0067390096,-0.093304805,-7.301241e-11,-1.5980981e-09,1.0083652,1.9482361,0.262881
9.5,-1.306276,0.05741961,-1.0135729,-0.05240397,338.6885,-0.0058426894,-0.07370688,-2.6182026e-10,-2.178059e-09,1.0135729,1.9475961,0.2637761
9.6,-0.9596216,-0.29000074,-1.0188457,-0.05291219,339.27353,-0.005386087,0.044322316,-4.9991195e-10,-2.5837752e-09,1.0188457,1.9470878,0.2642317
9.7,-0.9719525,-0.106496975,-1.0241636,-0.053391058,340.33447,-0.0045588845,-0.053036753,-7.575421e-10,-2.5688272e-09,1.0241636,1.9466089,0.26505798
9.8,-1.0284964,0.027984738,-1.0295191,-0.053846635,341.86472,-0.0033662175,0.016526002,-9.926442e-10,-2.1332154e-09,1.0295191,1.9461534,0.26624978
9.9,-1.0818343,-0.08359318,-1.0349169,-0.05418375,342.75763,-0.0026701514,-0.017409526,-1.163152e-09,-1.2769397e-09,1.0349169,1.9458163,0.26694518
10.0,-1.3234304,-0.13644445,-1.0403563,-0.054360557,342.4954,-0.0028740393,0.038338162,-1.226999e-09,-8.271806e-25,1.0403563,1.9456395,0.26674098
10.1,-1.1299403,-0.010479333,-1.0458112,-0.05455501,342.96753,-0.0025059606,-0.014044246,-1.1421187e-09,1.6976036e-09,1.0458112,1.945445,0.26710868
10.2,-1.1198138,0.035816047,-1.051271,-0.054818276,344.68298,-0.0011694304,0.13704799,-8.66445e-10,3.815871e-09,1.051271,1.9451817,0.2684447
10.3,-1.2172016,-0.033958346,-1.0567462,-0.05502189,346.19226,6.405479e-06,0.09491225,-3.579113e-10,6.354803e-09,1.0567462,1.9449781,0.26962015
10.4,-1.0945089,-0.13512899,-1.0622518,-0.05500695,345.7175,-0.00036336688,-0.016123876,4.2554874e-10,9.314398e-09,1.0622518,1.944993,0.2692504
10.5,-0.9869471,-0.009381938,-1.0677572,-0.05500227,345.72067,-0.00036090764,-0.022967637,1.5260015e-09,1.2694658e-08,1.0677572,1.9449978,0.26925287
10.6,-0.6960161,-0.09526682,-1.0732533,-0.055061888,346.75763,0.00044680934,0.15706311,2.9137017e-09,1.5059344e-08,1.0732533,1.9449381,0.27006045
10.7,-1.0438386,0.019481927,-1.0787542,-0.05503676,347.16855,0.0007667914,-0.053175755,4.41528e-09,1.4972223e-08,1.0787542,1.9449632,0.2703805
10.8,-1.0327468,0.093392335,-1.0842568,-0.05493355,346.9975,0.0006333806,-0.0021177968,5.7855556e-09,1.2433291e-08,1.0842569,1.9450665,0.27024728
10.9,-1.1046352,-0.31541786,-1.089746,-0.054860186,347.39746,0.00094471965,0.0020671657,6.7793477e-09,7.44255e-09,1.089746,1.9451398,0.27055877
11.0,-1.4789776,-0.043679696,-1.0952233,-0.054786444,348.01447,0.0014251135,0.0013082186,7.1514754e-09,-3.3087225e-24,1.0952233,1.9452136,0.2710393
11.1,-1.1059995,-0.22819954,-1.1006967,-0.05462614,347.88522,0.001324164,-0.085611425,6.6567574e-09,-9.894359e-09,1.1006967,1.9453739,0.27093866
11.2,-1.0941094,0.18972112,-1.1061555,-0.054457735,347.8472,0.0012942245,0.026124345,5.050013e-09,-2.2240528e-08,1.1061555,1.9455422,0.27090904
11.3,-0.61894405,-0.10113971,-1.1115925,-0.054327253,348.3853,0.0017130498,-0.046804454,2.0860613e-09,-3.7038504e-08,1.1115925,1.9456728,0.27132812
11.4,-1.155484,0.020447655,-1.1170117,-0.05418967,348.99118,0.0021846453,0.0739841,-2.4802786e-09,-5.4288293e-08,1.1170117,1.9458103,0.27179998
11.5,-1.0621142,-0.057475746,-1.1224238,-0.05394406,348.54727,0.001838458,-0.07095979,-8.894188e-09,-7.398989e-08,1.1224236,1.9460559,0.27145427
11.6,-1.1347588,-0.13399205,-1.1278164,-0.053683586,348.05792,0.0014568248,0.0044301213,-1.6982296e-08,-8.777229e-08,1.1278164,1.9463164,0.27107313
11.7,-1.3669119,-0.14572062,-1.1331762,-0.05351531,348.68036,0.00194128,-0.108864754,-2.5734137e-08,-8.726451e-08,1.1331762,1.9464847,0.27155793
11.8,-0.90994257,0.105169564,-1.1385071,-0.053398352,349.95682,0.0029351783,-0.104784004,-3.372069e-08,-7.246653e-08,1.1385071,1.9466016,0.27255204
11.9,-0.9934425,0.042439125,-1.1438291,-0.05315468,349.93207,0.002915422,-0.039052177,-3.9512933e-08,-4.337836e-08,1.143829,1.9468453,0.27253276
12.0,-0.99092907,0.14152296,-1.1491355,-0.052835453,349.15564,0.00231013,-0.032600373,-4.168185e-08,0.0,1.1491354,1.9471645,0.27192807
12.1,-1.336284,-0.047057133,-1.1544065,-0.052602466,349.38672,0.00248965,0.07577597,-3.8798422e-08,5.766855e-08,1.1544065,1.9473976,0.27210805
12.2,-0.8790888,-0.023614194,-1.1596477,-0.05240616,350.07608,0.003026155,0.0009965632,-2.943363e-08,1.296273e-07,1.1596477,1.9475938,0.27264494
12.3,-1.4452451,-0.07882423,-1.1648749,-0.052105073,349.67145,0.0027104293,0.06733078,-1.2158455e-08,2.1587623e-07,1.1648749,1.9478949,0.27232978
12.4,-1.0527025,-0.0805261,-1.170074,-0.05181788,349.46277,0.0025473647,-0.016441965,1.4456124e-08,3.1641537e-07,1.170074,1.9481821,0.27216727
12.5,-0.7371491,-0.15576896,-1.1752403,-0.051580273,349.83426,0.0028362146,0.033140473,5.1839127e-08,4.3124467e-07,1.1752403,1.9484197,0.2724566
12.6,-1.3784896,-0.042914465,-1.1803824,-0.051315483,349.9418,0.0029194707,-0.033354294,9.898008e-08,5.115744e-07,1.1803825,1.9486846,0.27254036
12.7,-1.2987624,-0.12992395,-1.1855029,-0.05099929,349.5159,0.0025871603,-0.037086494,1.4998955e-07,5.0861485e-07,1.185503,1.9490007,0.27220866
12.8,-1.1706609,-0.0065304437,-1.1905911,-0.050721336,349.53137,0.0025986792,-0.08844383,1.9653858e-07,4.223659e-07,1.1905913,1.9492787,0.2722207
12.9,-1.2963413,-0.03348653,-1.1956462,-0.05048755,350.04907,0.0030014073,0.019789107,2.3029826e-07,2.5282762e-07,1.1956464,1.9495125,0.2726239
13.0,-1.5108104,-0.021445999,-1.2006776,-0.050214205,350.15054,0.0030798996,0.016184071,2.4293962e-07,0.0,1.2006779,1.9497858,0.2727029
13.1,-1.1919781,0.117656134,-1.2056907,-0.049856856,349.347,0.002453403,0.041319046,2.2613379e-07,-3.3611695e-07,1.205691,1.9501431,0.2720771
13.2,-1.4231294,-0.05332808,-1.2106687,-0.04955628,349.17334,0.0023175676,0.013063482,1.7155178e-07,-7.555232e-07,1.2106688,1.9504437,0.27194184
13.3,-1.1208882,0.026320191,-1.2156067,-0.049352508,350.0641,0.0030109216,0.10432072,7.086467e-08,-1.2582188e-06,1.2156068,1.9506475,0.27263558
13.4,-1.4044021,0.15601045,-1.2205173,-0.049140494,350.86926,0.0036375974,0.012438979,-8.425646e-08,-1.8442039e-06,1.2205172,1.9508595,0.27326268
13.5,-0.91542953,0.08188022,-1.2254164,-0.048781484,350.0708,0.0030150332,0.05260637,-3.0214056e-07,-2.5134782e-06,1.2254162,1.9512185,0.2726408
13.6,-1.3869336,0.06685953,-1.2302829,-0.04845744,349.6551,0.0026906407,-0.013514813,-5.768982e-07,-2.9816742e-06,1.2302823,1.9515426,0.27231705
13.7,-1.299523,-0.078888774,-1.2351106,-0.04821995,350.18478,0.0031027363,-0.042320766,-8.742031e-07,-2.9644243e-06,1.2351098,1.9517801,0.2727296
