t,fv0_x,fv0_v,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
21.5,-1.3261168,1.1841505,1.0979867,0.82550997,1.4326844,1.9753572,2.7588012,3.1841505
21.6,-1.2036439,1.2778862,1.1899533,0.91722155,1.5641061,2.1403582,2.76775,3.2778862
21.7,-1.0715058,1.377079,1.23248,0.9594723,1.8114494,2.2592587,2.8829553,3.377079
21.8,-0.9297517,1.480991,1.2342752,0.9609719,2.032013,2.378418,2.9617646,3.4809911
21.9,-0.7759906,1.5771152,1.3259306,1.0523479,2.3057294,2.5416067,3.08172,3.5771153
22.0,-0.61431915,1.6915337,1.227325,0.9534023,2.6750033,2.6203473,3.2893224,3.6915336
22.1,-0.43864736,1.7803184,1.4143277,1.1401358,2.7357378,2.787414,3.174385,3.7803185
22.2,-0.2524445,1.8754035,1.5330731,1.2585871,3.145357,2.9122567,3.3978014,3.8754036
22.3,-0.060352284,2.0038748,1.296751,1.0218592,3.3243792,2.9606254,3.3847315,4.003875
22.4,0.14560111,2.105592,1.3581548,1.0829344,3.687334,3.1205156,3.5417328,4.1055923
22.5,0.36017093,2.2231052,1.2519621,0.97635394,4.083154,3.2288597,3.7229834,4.223105
22.6,0.58290416,2.3520641,1.0386738,0.76263046,4.361532,3.2971382,3.7786279,4.352064
22.7,0.8211924,2.447054,1.2063272,0.9299567,4.64597,3.4465108,3.8247774,4.447054
22.8,1.0721874,2.5385838,1.4164863,1.1397953,5.0177093,3.6124406,3.9455216,4.5385838
22.9,1.3345313,2.6365244,1.5638249,1.2867852,5.4533005,3.7603726,4.118769,4.6365247
23.0,1.6059518,2.751567,1.5404696,1.2630129,5.7610292,3.8625975,4.1550775,4.751567
23.1,1.8876094,2.8738637,1.4551325,1.1772233,6.199128,3.9770808,4.3115187,4.8738637
23.2,2.1810853,2.9875212,1.483974,1.205636,6.594023,4.0977545,4.4129376,4.987521
23.3,2.4881282,3.0931003,1.6085304,1.3297871,6.9754367,4.2609158,4.4873085,5.0931005
23.4,2.807299,3.199084,1.7406985,1.4615413,7.54447,4.400818,4.7371707,5.1990843
23.5,3.1355207,3.3313448,1.6013907,1.3217074,7.911359,4.478215,4.775838,5.3313446
23.6,3.471888,3.4804065,1.3032707,1.0229813,8.234016,4.582275,4.762129,5.4804068
23.7,3.8244405,3.594443,1.3871493,1.106387,8.813387,4.7115736,4.988947,5.594443
23.8,4.1917996,3.6911116,1.655265,1.3740956,9.252839,4.9101763,5.0610394,5.6911116
23.9,4.567918,3.830158,1.4544754,1.1727101,9.823381,5.0119386,5.255463,5.8301578
24.0,4.95876,3.982801,1.0772024,0.79476935,10.248825,5.1446247,5.2900653,5.982801
24.1,5.359678,4.1025314,1.0970995,0.81413263,10.803162,5.232167,5.4434834,6.1025314
24.2,5.774141,4.211759,1.2272334,0.94377166,11.367244,5.378875,5.593103,6.211759
24.3,6.1997943,4.3200145,1.3730111,1.0890518,11.930921,5.512927,5.7311263,6.3200145
24.4,6.6376557,4.432679,1.4640378,1.1795529,12.385694,5.646831,5.748038,6.432679
24.5,7.0861673,4.5557933,1.4411165,1.1560483,12.99939,5.7574797,5.9132223,6.5557933
24.6,7.5457444,4.6842303,1.365959,1.0802723,13.575057,5.867591,6.0293126,6.6842303
24.7,8.019744,4.7972007,1.4604357,1.1741966,14.16118,5.996811,6.1414356,6.7972007
24.8,8.507379,4.9049993,1.6117233,1.3249496,14.889642,6.162113,6.3822627,6.9049993
